,level_0,,x,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
317,117,-195.3460526153858,4.405007880665537,117,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,117,0.468
318,118,-195.17894735224175,4.352042937336252,118,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,118,0.472
319,119,-195.0118420890977,4.161166515340039,119,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,119,0.476
320,120,-194.84473682595367,3.950343670433901,120,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,120,0.48
321,121,-194.67763156280964,3.7129550596137353,121,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,121,0.484
322,122,-194.51052629966557,3.3634659881480515,122,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,122,0.488
323,123,-194.34342103652153,2.959471879680307,123,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,123,0.492
324,124,-194.1763157733775,2.4469674627049045,124,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,124,0.496
325,125,-194.00921051023346,1.9654009097963157,125,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,125,0.5
326,126,-193.84210524708942,1.5120830066163768,126,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,126,0.504
327,127,-193.67499998394536,1.0788611160187096,127,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,127,0.508
328,128,-193.50789472080132,0.7386772021300241,128,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,128,0.512
329,129,-193.34078945765728,0.44314240569070656,129,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,129,0.516
330,130,-193.17368419451324,0.22027419239025195,130,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,130,0.52
331,131,-193.0065789313692,0.014992964893905189,131,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,131,0.524
332,132,-192.83947366822517,-0.2596434743565608,132,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,132,0.528
333,133,-192.6723684050811,-0.5490824916451237,133,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,133,0.532
334,134,-192.50526314193706,-0.8483570298947251,134,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,134,0.536
335,135,-192.33815787879303,-1.132577407475344,135,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,135,0.54
336,136,-192.171052615649,-1.3915103308879406,136,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,136,0.544
337,137,-192.00394735250495,-1.6363954241550587,137,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,137,0.548
338,138,-191.8368420893609,-1.7910813447237064,138,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,138,0.552
339,139,-191.66973682621685,-1.9394097042149059,139,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,139,0.556
340,140,-191.5026315630728,-2.067329272717871,140,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,140,0.56
341,141,-191.33552629992877,-2.1712464983294724,141,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,141,0.564
342,142,-191.16842103678474,-2.253017652893679,142,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,142,0.568
343,143,-191.0013157736407,-2.3196258542999026,143,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,143,0.572
344,144,-190.83421051049663,-2.4134253784320796,144,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,144,0.576
345,145,-190.6671052473526,-2.5584763641913435,145,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,145,0.58
346,146,-190.49999998420856,-2.7383443462042822,146,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,146,0.584
347,147,-190.33289472106452,-2.962793450360897,147,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,147,0.588
348,148,-190.16578945792048,-3.206084053710739,148,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,148,0.592
349,149,-189.99868419477644,-3.434232102494253,149,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,149,0.596
350,150,-189.83157893163238,-3.7327212949636595,150,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,150,0.6
351,151,-189.66447366848834,-3.954793963188149,151,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,151,0.604
352,152,-189.4973684053443,-4.070083403668218,152,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,152,0.608
353,153,-189.33026314220027,-4.149573315728185,153,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,153,0.612
354,154,-189.16315787905623,-4.2248475188383665,154,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,154,0.616
355,155,-188.99605261591216,-4.349880686616859,155,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,155,0.62
356,156,-188.82894735276813,-4.3825830288650645,156,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,156,0.624
357,157,-188.6618420896241,-4.37077904380571,157,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,157,0.628
358,158,-188.49473682648005,-4.459169541374135,158,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,158,0.632
359,159,-188.327631563336,-4.544017483518623,159,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,159,0.636
360,160,-188.16052630019198,-4.608667420122339,160,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,160,0.64
361,161,-187.9934210370479,-4.6307998921085805,161,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,161,0.644
362,162,-187.82631577390387,-4.6608674162631605,162,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,162,0.648
363,163,-187.65921051075983,-4.717575501167999,163,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,163,0.652
364,164,-187.4921052476158,-4.737923096381156,164,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,164,0.656
365,165,-187.32499998447176,-4.759970574235358,165,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,165,0.66
366,166,-187.15789472132772,-4.776809611677424,166,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,166,0.664
367,167,-186.99078945818366,-4.798102341639008,167,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,167,0.668
368,168,-186.82368419503962,-4.805136456007574,168,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,168,0.672
369,169,-186.65657893189558,-4.824977486193729,169,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,169,0.676
370,170,-186.48947366875154,-4.82795228081551,170,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,170,0.68
371,171,-186.3223684056075,-4.833089326156722,171,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,171,0.684
372,172,-186.15526314246344,-4.828717228003975,172,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,172,0.688
373,173,-185.9881578793194,-4.823107615288568,173,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,173,0.692
374,174,-185.82105261617536,-4.812248764977679,174,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,174,0.696
375,175,-185.65394735303133,-4.808118050159971,175,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,175,0.7
376,176,-185.4868420898873,-4.802447241669486,176,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,176,0.704
377,177,-185.31973682674325,-4.79357045451799,177,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,177,0.708
378,178,-185.1526315635992,-4.7810695175758635,178,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,178,0.712
379,179,-184.98552630045515,-4.768918756457739,179,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,179,0.716
380,180,-184.8184210373111,-4.766528721464461,180,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,180,0.72
381,181,-184.65131577416707,-4.755870457305188,181,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,181,0.724
382,182,-184.48421051102304,-4.752351700238251,182,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,182,0.728
383,183,-184.31710524787897,-4.744882415913567,183,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,183,0.732
384,184,-184.14999998473493,-4.763812309004104,184,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,184,0.736
385,185,-183.9828947215909,-4.797316995858851,185,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,185,0.74
386,186,-183.81578945844686,-4.8389913186864,186,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,186,0.744
387,187,-183.64868419530282,-4.894404093018772,187,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,187,0.748
388,188,-183.48157893215878,-4.973591425968622,188,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,188,0.752
389,189,-183.31447366901472,-5.075992356264409,189,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,189,0.756
390,190,-183.14736840587068,-5.223582966689376,190,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,190,0.76
391,191,-182.98026314272664,-5.379353412383027,191,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,191,0.764
392,192,-182.8131578795826,-5.556878956116611,192,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,192,0.768
393,193,-182.64605261643857,-5.746412470826434,193,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,193,0.772
394,194,-182.4789473532945,-5.954287719232983,194,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,194,0.776
395,195,-182.31184209015046,-6.2387630792097575,195,1,excite,no,1714,400,38,5.984251969,0,1000,490,528,200,0,good,Wrist,er1,grantprelim_week1_cam3_ratER1Excitatory_2022-01-31_11_53_24_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,195,0.78
